onset	duration	sample	trial_type	response_time	stim_file	value	HED	face_type	event_type	event_order	trial_dist	time_dist
716.1840000000	n/a	n/a	left_sym	n/a	n/a	256	Event/Category/Participant response, Event/Label/Button press left index symmetric, Event/Description/Participants pressed; with their left index finger; the key to indicate that the face shown was deemed âmore symmetricâ than average., Action/Button press, (Attribute/Spatial/Object side/Left, Participant/Effect/Body part/Arm/Hand/Finger/Index), (Attribute/Visual/Symmetry/Symmetric, Participant/Effect/Cognitive/Make a judgement)	n/a	button_press	0	0	0
718.6085454545	n/a	n/a	unfamiliar_second_late	n/a	u048.bmp	15	Event/Category/Experimental stimulus, Event/Label/Unfamiliar face delayed repeat, Event/Description/A grayscale photograph of the face of a person unknown to participants was presented the second time; delayed by 5-15 intervening stimuli after its first presentation; for a random duration between 800 and 1000âms. Participants were told to fixate centrally throughout the experiment. To ensure attention participants were asked to press one of two keys with either their left or right index finger to indicate how symmetric they regarded each image., Attribute/Temporal/Onset, (Action/Button press, Attribute/Visual/Symmetry, Participant/Effect/Cognitive/Imperative, Participant/Effect/Cognitive/Make a judgement), (Action/Eye fixation, Attribute/Spatial/Location/Screen/Center), (Attribute/Sensory presentation/Visual/Rendering type/Screen/2D, Attribute/Spatial/Location/Reference frame/Relative to participant/Distance/1.3m), (Attribute/Sensory presentation/Visual/Scene, Attribute/Visual/Background, Attribute/Visual/Color/Black), (Attribute/Spatial/Location/Screen/Center displacement/Horizontal/3.66 degrees, Attribute/Spatial/Location/Screen/Center displacement/Vertical/5.38 degree, Attribute/Temporal/Repetition/Delayed, Attribute/Visual/Color/Achromatic, Item/Face/Whole face with hair, Participant/Effect/Cognitive/Unfamiliar)	unfamiliar	faces	2	11	35.2145
719.3512727273	n/a	n/a	left_sym	n/a	n/a	256	Event/Category/Participant response, Event/Label/Button press left index symmetric, Event/Description/Participants pressed; with their left index finger; the key to indicate that the face shown was deemed âmore symmetricâ than average., Action/Button press, (Attribute/Spatial/Object side/Left, Participant/Effect/Body part/Arm/Hand/Finger/Index), (Attribute/Visual/Symmetry/Symmetric, Participant/Effect/Cognitive/Make a judgement)	n/a	button_press	0	0	0
721.6485454545	n/a	n/a	unfamiliar_new	n/a	u130.bmp	13	Event/Category/Experimental stimulus, Event/Label/Unfamiliar face first show, Event/Description/A grayscale photograph of the face of a person unknown to participants was presented for a random duration between 800 and 1000âms. Participants were told to fixate centrally throughout the experiment. To ensure attention participants were asked to press one of two keys with either their left or right index finger to indicate how symmetric they regarded each image., Attribute/Temporal/Onset, (Action/Button press, Attribute/Visual/Symmetry, Participant/Effect/Cognitive/Imperative, Participant/Effect/Cognitive/Make a judgement), (Action/Eye fixation, Attribute/Spatial/Location/Screen/Center), (Attribute/Sensory presentation/Visual/Rendering type/Screen/2D, Attribute/Spatial/Location/Reference frame/Relative to participant/Distance/1.3m), (Attribute/Sensory presentation/Visual/Scene, Attribute/Visual/Background, Attribute/Visual/Color/Black), (Attribute/Spatial/Location/Screen/Center displacement/Horizontal/3.66 degrees, Attribute/Spatial/Location/Screen/Center displacement/Vertical/5.38 degree, Attribute/Visual/Color/Achromatic, Item/Face/Whole face with hair, Participant/Effect/Cognitive/Unfamiliar)	unfamiliar	faces	1	0	0
722.6158181818	n/a	n/a	left_sym	n/a	n/a	256	Event/Category/Participant response, Event/Label/Button press left index symmetric, Event/Description/Participants pressed; with their left index finger; the key to indicate that the face shown was deemed âmore symmetricâ than average., Action/Button press, (Attribute/Spatial/Object side/Left, Participant/Effect/Body part/Arm/Hand/Finger/Index), (Attribute/Visual/Symmetry/Symmetric, Participant/Effect/Cognitive/Make a judgement)	n/a	button_press	0	0	0
724.8394545455	n/a	n/a	scrambled_new	n/a	s013.bmp	17	Event/Category/Experimental stimulus, Event/Label/Scrambled face first show, Event/Description/A grayscale photograph of a scrambled face was presented for a random duration between 800 and 1000âms. Participants were told to fixate centrally throughout the experiment. To ensure attention participants were asked to press one of two keys with either their left or right index finger to indicate how symmetric they regarded each image., Attribute/Temporal/Onset, (Action/Button press, Attribute/Visual/Symmetry, Participant/Effect/Cognitive/Imperative, Participant/Effect/Cognitive/Make a judgement), (Action/Eye fixation, Attribute/Spatial/Location/Screen/Center), (Attribute/Sensory presentation/Visual/Rendering type/Screen/2D, Attribute/Spatial/Location/Reference frame/Relative to participant/Distance/1.3m), (Attribute/Sensory presentation/Visual/Scene, Attribute/Visual/Background, Attribute/Visual/Color/Black), (Attribute/Spatial/Location/Screen/Center displacement/Horizontal/3.66 degrees, Attribute/Spatial/Location/Screen/Center displacement/Vertical/5.38 degree, Attribute/Visual/Color/Achromatic, Item/Face/Scrambled)	scrambled	faces	1	0	0
725.6994545455	n/a	n/a	right_nonsym	n/a	n/a	4096	Event/Category/Participant response, Event/Label/Button press right index non symmetric, Event/Description/Participants pressed; with their right index finger; the key to indicate that the face shown was deemed âless symmetricâ than average., Action/Button press, (Attribute/Spatial/Object side/Right, Participant/Effect/Body part/Arm/Hand/Finger/Index), (Attribute/Visual/Symmetry/Non-symmetric, Participant/Effect/Cognitive/Make a judgement)	n/a	button_press	0	0	0
728.1640000000	n/a	n/a	scrambled_second_early	n/a	s013.bmp	18	Event/Category/Experimental stimulus, Event/Label/Scrambled face immediate repeat, Event/Description/A grayscale photograph of a scrambled face was presented the second time; immediately after its first presentation; for a random duration between 800 and 1000âms. Participants were told to fixate centrally throughout the experiment. To ensure attention participants were asked to press one of two keys with either their left or right index finger to indicate how symmetric they regarded each image., Attribute/Temporal/Onset, (Action/Button press, Attribute/Visual/Symmetry, Participant/Effect/Cognitive/Imperative, Participant/Effect/Cognitive/Make a judgement), (Action/Eye fixation, Attribute/Spatial/Location/Screen/Center), (Attribute/Sensory presentation/Visual/Rendering type/Screen/2D, Attribute/Spatial/Location/Reference frame/Relative to participant/Distance/1.3m), (Attribute/Sensory presentation/Visual/Scene, Attribute/Visual/Background, Attribute/Visual/Color/Black), (Attribute/Spatial/Location/Screen/Center displacement/Horizontal/3.66 degrees, Attribute/Spatial/Location/Screen/Center displacement/Vertical/5.38 degree, Attribute/Temporal/Repetition/Immediate, Attribute/Visual/Color/Achromatic, Item/Face/Scrambled)	scrambled	faces	2	1	3.3245
728.9840000000	n/a	n/a	right_nonsym	n/a	n/a	4096	Event/Category/Participant response, Event/Label/Button press right index non symmetric, Event/Description/Participants pressed; with their right index finger; the key to indicate that the face shown was deemed âless symmetricâ than average., Action/Button press, (Attribute/Spatial/Object side/Right, Participant/Effect/Body part/Arm/Hand/Finger/Index), (Attribute/Visual/Symmetry/Non-symmetric, Participant/Effect/Cognitive/Make a judgement)	n/a	button_press	0	0	0
731.5049090909	n/a	n/a	unfamiliar_second_late	n/a	u017.bmp	15	Event/Category/Experimental stimulus, Event/Label/Unfamiliar face delayed repeat, Event/Description/A grayscale photograph of the face of a person unknown to participants was presented the second time; delayed by 5-15 intervening stimuli after its first presentation; for a random duration between 800 and 1000âms. Participants were told to fixate centrally throughout the experiment. To ensure attention participants were asked to press one of two keys with either their left or right index finger to indicate how symmetric they regarded each image., Attribute/Temporal/Onset, (Action/Button press, Attribute/Visual/Symmetry, Participant/Effect/Cognitive/Imperative, Participant/Effect/Cognitive/Make a judgement), (Action/Eye fixation, Attribute/Spatial/Location/Screen/Center), (Attribute/Sensory presentation/Visual/Rendering type/Screen/2D, Attribute/Spatial/Location/Reference frame/Relative to participant/Distance/1.3m), (Attribute/Sensory presentation/Visual/Scene, Attribute/Visual/Background, Attribute/Visual/Color/Black), (Attribute/Spatial/Location/Screen/Center displacement/Horizontal/3.66 degrees, Attribute/Spatial/Location/Screen/Center displacement/Vertical/5.38 degree, Attribute/Temporal/Repetition/Delayed, Attribute/Visual/Color/Achromatic, Item/Face/Whole face with hair, Participant/Effect/Cognitive/Unfamiliar)	unfamiliar	faces	2	12	38.6064
732.1494545455	n/a	n/a	left_sym	n/a	n/a	256	Event/Category/Participant response, Event/Label/Button press left index symmetric, Event/Description/Participants pressed; with their left index finger; the key to indicate that the face shown was deemed âmore symmetricâ than average., Action/Button press, (Attribute/Spatial/Object side/Left, Participant/Effect/Body part/Arm/Hand/Finger/Index), (Attribute/Visual/Symmetry/Symmetric, Participant/Effect/Cognitive/Make a judgement)	n/a	button_press	0	0	0
734.6449090909	n/a	n/a	unfamiliar_new	n/a	u025.bmp	13	Event/Category/Experimental stimulus, Event/Label/Unfamiliar face first show, Event/Description/A grayscale photograph of the face of a person unknown to participants was presented for a random duration between 800 and 1000âms. Participants were told to fixate centrally throughout the experiment. To ensure attention participants were asked to press one of two keys with either their left or right index finger to indicate how symmetric they regarded each image., Attribute/Temporal/Onset, (Action/Button press, Attribute/Visual/Symmetry, Participant/Effect/Cognitive/Imperative, Participant/Effect/Cognitive/Make a judgement), (Action/Eye fixation, Attribute/Spatial/Location/Screen/Center), (Attribute/Sensory presentation/Visual/Rendering type/Screen/2D, Attribute/Spatial/Location/Reference frame/Relative to participant/Distance/1.3m), (Attribute/Sensory presentation/Visual/Scene, Attribute/Visual/Background, Attribute/Visual/Color/Black), (Attribute/Spatial/Location/Screen/Center displacement/Horizontal/3.66 degrees, Attribute/Spatial/Location/Screen/Center displacement/Vertical/5.38 degree, Attribute/Visual/Color/Achromatic, Item/Face/Whole face with hair, Participant/Effect/Cognitive/Unfamiliar)	unfamiliar	faces	1	0	0
735.3921818182	n/a	n/a	right_nonsym	n/a	n/a	4096	Event/Category/Participant response, Event/Label/Button press right index non symmetric, Event/Description/Participants pressed; with their right index finger; the key to indicate that the face shown was deemed âless symmetricâ than average., Action/Button press, (Attribute/Spatial/Object side/Right, Participant/Effect/Body part/Arm/Hand/Finger/Index), (Attribute/Visual/Symmetry/Non-symmetric, Participant/Effect/Cognitive/Make a judgement)	n/a	button_press	0	0	0
737.7858181818	n/a	n/a	unfamiliar_second_early	n/a	u025.bmp	14	Event/Category/Experimental stimulus, Event/Label/Unfamiliar face immediate repeat, Event/Description/A grayscale photograph of the face of a person unknown to participants was presented the second time; immediately after its first presentation; for a random duration between 800 and 1000âms. Participants were told to fixate centrally throughout the experiment. To ensure attention participants were asked to press one of two keys with either their left or right index finger to indicate how symmetric they regarded each image., Attribute/Temporal/Onset, (Action/Button press, Attribute/Visual/Symmetry, Participant/Effect/Cognitive/Imperative, Participant/Effect/Cognitive/Make a judgement), (Action/Eye fixation, Attribute/Spatial/Location/Screen/Center), (Attribute/Sensory presentation/Visual/Rendering type/Screen/2D, Attribute/Spatial/Location/Reference frame/Relative to participant/Distance/1.3m), (Attribute/Sensory presentation/Visual/Scene, Attribute/Visual/Background, Attribute/Visual/Color/Black), (Attribute/Spatial/Location/Screen/Center displacement/Horizontal/3.66 degrees, Attribute/Spatial/Location/Screen/Center displacement/Vertical/5.38 degree, Attribute/Temporal/Repetition/Immediate, Attribute/Visual/Color/Achromatic, Item/Face/Whole face with hair, Participant/Effect/Cognitive/Unfamiliar)	unfamiliar	faces	2	1	3.1409
